email,lemma,given_learning,given_followup,location
38,begin,,,swiss
38,office,,-1,swiss
38,human,,-1,swiss
38,colony,colony,-1,swiss
38,saint,saint,-1,swiss
38,material,,-1,swiss
38,order,party,,swiss
38,come,,-1,swiss
38,education,school,school,swiss
38,october,january,January,swiss
38,river,river,river,swiss
38,information,information,information,swiss
38,origin,,,swiss
38,mark,mark,-1,swiss
38,province,colony,colony,swiss
38,island,,,swiss
38,version,material,paper,swiss
38,recognize,,,swiss
38,east,east,east,swiss
38,navy,,navy,swiss
38,king,muslims,,swiss
38,states,,-1,swiss
39,native,native,-1,swiss
39,states,states,-1,swiss
39,institution,,-1,swiss
39,education,mathematics,-1,swiss
39,child,children,-1,swiss
39,river,river,-1,swiss
39,origin,,-1,swiss
39,real,,-1,swiss
39,navy,navy,-1,swiss
39,work,,-1,swiss
39,figure,,-1,swiss
39,information,,-1,swiss
39,version,,-1,swiss
39,estimate,estimation,-1,swiss
39,begin,,-1,swiss
39,province,municipality,-1,swiss
39,home,home,-1,swiss
39,valley,,-1,swiss
39,come,came,-1,swiss
39,bear,,-1,swiss
39,century,century,-1,swiss
39,human,,-1,swiss
39,order,,-1,swiss
39,majority,,-1,swiss
39,recognize,,-1,swiss
39,title,,-1,swiss
39,federal,,-1,swiss
40,october,january ,-1,swiss
40,recognize,studied ,-1,swiss
40,office,office,-1,swiss
40,human,mental ,-1,swiss
40,mark,Saint ,-1,swiss
40,institution,institutions ,-1,swiss
40,island,island ,-1,swiss
40,states,states ,-1,swiss
40,king,king,-1,swiss
40,figure,figure ,-1,swiss
40,river,river ,-1,swiss
40,colony,colony ,-1,swiss
40,information,programs ,-1,swiss
40,navy,office ,-1,swiss
40,film,country ,-1,swiss
40,material,material ,-1,swiss
40,east,eastern ,-1,swiss
40,origin,history,-1,swiss
40,come,came,-1,swiss
40,province,province ,-1,swiss
40,federal,federal ,-1,swiss
40,estimate,estimated ,-1,swiss
40,begin,help,-1,swiss
40,education,school ,-1,swiss
40,title,figure ,-1,swiss
40,version,material ,-1,swiss
40,order,history,-1,swiss
41,majority,,general,aachen
41,child,children,children,aachen
41,navy,Navy,Navy,aachen
41,begin,imposed,detained,aachen
41,province,region,region,aachen
41,information,data,,aachen
41,states,States,States,aachen
41,estimate,big,,aachen
41,come,tried,tried,aachen
41,real,,people,aachen
41,institution,resources,,aachen
41,home,house,house,aachen
41,century,January,January,aachen
41,island,island,island,aachen
41,title,name,,aachen
41,river,river,river,aachen
41,bear,named,king,aachen
41,version,files,page,aachen
41,order,their reigns,,aachen
41,native,native,native,aachen
41,federal,National,national,aachen
41,human,,long,aachen
41,figure,shape,shape,aachen
41,work,person,,aachen
41,recognize,professed,professed,aachen
41,origin,,base,aachen
41,valley,Valley,valley,aachen
41,education,education,school,aachen
42,action,actions,organisation,aachen
42,east,,east,aachen
42,title,title,title,aachen
42,bear,,,aachen
42,home,house,house,aachen
42,begin,,,aachen
42,recognize,,run,aachen
42,province,island,,aachen
42,river,,Lake,aachen
42,party,people,pesons,aachen
42,island,island,island,aachen
42,figure,,,aachen
42,valley,,,aachen
42,derive,,,aachen
42,navy,,,aachen
42,education,school,school,aachen
42,federal,private,National,aachen
42,film,,,aachen
42,estimate,square,estimated,aachen
42,october,October,October,aachen
42,information,,data,aachen
42,majority,,people,aachen
42,order,,,aachen
42,king,king,king,aachen
42,origin,origin,origin,aachen
42,version,,,aachen
42,private,,home,aachen
42,writer,,person,aachen
43,navy,Navy,Navy,aachen
43,come,came,came,aachen
43,film,film,film,aachen
43,east,East,East,aachen
43,title,name,ruler,aachen
43,island,island,island,aachen
43,king,king,,aachen
43,origin,,,aachen
43,states,States,States,aachen
43,colony,colony,colonies,aachen
43,education,education,education,aachen
43,estimate,estimated,estimate,aachen
43,october,october,,aachen
43,mark,,Saint,aachen
43,institution,institutions,institutions,aachen
43,information,information,,aachen
43,province,,capital,aachen
43,recognize,,,aachen
43,begin,began,,aachen
43,material,activity,activity,aachen
43,human,human,human,aachen
43,order,order,order,aachen
43,federal,,,aachen
43,figure,,figure,aachen
43,version,version,,aachen
43,office,authority,information,aachen
43,saint,Saint,Saint,aachen
43,river,River,River,aachen
44,begin,start,,aachen
44,information,,,aachen
44,institution,,institution,aachen
44,origin,era,original,aachen
44,east,east,east,aachen
44,order,,,aachen
44,film,movie,,aachen
44,come,,,aachen
44,human,human,human,aachen
44,mark,major,Mark,aachen
44,saint,,,aachen
44,island,,,aachen
44,title,name,name,aachen
44,navy,,nation,aachen
44,federal,department,,aachen
44,office,,,aachen
44,version,,,aachen
44,october,January,January,aachen
44,estimate,estimate,,aachen
44,province,province,state,aachen
44,recognize,,,aachen
44,river,state,state,aachen
44,king,,,aachen
44,figure,history,figure,aachen
44,colony,,,aachen
44,education,,school,aachen
44,states,states,states,aachen
44,material,,,aachen
45,writer,author,author,aachen
45,party,,,aachen
45,navy,,navy,aachen
45,east,east,east,aachen
45,education,institutions,education,aachen
45,majority,,,aachen
45,origin,,,aachen
45,bear,,,aachen
45,information,,,aachen
45,private,privet,,aachen
45,figure,,figure,aachen
45,king,king,king,aachen
45,begin,begin,began,aachen
45,island,island,island,aachen
45,valley,,island,aachen
45,order,order,order,aachen
45,title,,,aachen
45,version,,version,aachen
45,federal,,,aachen
45,recognize,recognise,recognise,aachen
45,film,,,aachen
45,october,october,october,aachen
45,estimate,,,aachen
45,home,,,aachen
45,province,,,aachen
45,derive,,comes,aachen
45,river,,state,aachen
45,action,,,aachen
46,writer,writers,writers,aachen
46,action,program,program,aachen
46,origin,origin,origins,aachen
46,education,education,education,aachen
46,october,,January,aachen
46,island,island,island,aachen
46,figure,figure,topic,aachen
46,begin,,,aachen
46,river,river,lake,aachen
46,federal,Reports,United,aachen
46,majority,leaders,leaders,aachen
46,valley,lake,Valley,aachen
46,estimate,approximate,approximate,aachen
46,king,,,aachen
46,derive,derived,derived,aachen
46,navy,Navy,Navy,aachen
46,film,book,story,aachen
46,home,home,home,aachen
46,information,information,information,aachen
46,version,canvas,canvas,aachen
46,bear,,husband,aachen
46,province,province,province,aachen
46,recognize,described,defined,aachen
46,order,,politics,aachen
46,title,title,title,aachen
46,east,old,Small,aachen
46,private,private,private,aachen
46,party,parties,people,aachen
47,valley,Valley,valley,aachen
47,private,home,home,aachen
47,estimate,approx,estimated ,aachen
47,writer,figures ,era ,aachen
47,province,king,leader,aachen
47,river,River,river,aachen
47,bear,,,aachen
47,party,locations,,aachen
47,film,,,aachen
47,recognize,,,aachen
47,majority,,,aachen
47,education,schools ,education ,aachen
47,home,home,,aachen
47,figure,figure  ,figure ,aachen
47,derive,origin ,region ,aachen
47,title,,name,aachen
47,action,,,aachen
47,begin,,,aachen
47,origin,,,aachen
47,east,east,east,aachen
47,island,island ,island,aachen
47,information,,data,aachen
47,federal,official ,,aachen
47,version,,word,aachen
47,order,,,aachen
47,october,October ,october,aachen
47,king,king,king,aachen
47,navy,,Navy,aachen
48,writer,writer,writer,aachen
48,majority,,,aachen
48,begin,claim,,aachen
48,version,document,document,aachen
48,river,river,river,aachen
48,island,island,island,aachen
48,private,private,private,aachen
48,order,order,order,aachen
48,east,east,east,aachen
48,king,king,king,aachen
48,province,valley,,aachen
48,valley,coast,valley,aachen
48,home,home,home,aachen
48,title,title,title,aachen
48,derive,derivated,derived,aachen
48,figure,,,aachen
48,film,world,film,aachen
48,action,,,aachen
48,federal,,,aachen
48,october,november,january,aachen
48,education,education,education,aachen
48,origin,,origin,aachen
48,party,,,aachen
48,recognize,,,aachen
48,estimate,,approximate,aachen
48,bear,,,aachen
48,information,information,information,aachen
48,navy,navy,navy,aachen
49,version,version,version,aachen
49,century,century,century,aachen
49,river,river,Lake,aachen
49,origin,,,aachen
49,order,order,,aachen
49,province,province,town,aachen
49,navy,Navy,Navy,aachen
49,majority,,saints,aachen
49,bear,,father,aachen
49,estimate,,,aachen
49,information,,,aachen
49,human,human,human,aachen
49,come,came,,aachen
49,home,house,house,aachen
49,work,,,aachen
49,child,children,children,aachen
49,title,name,title,aachen
49,recognize,taught,,aachen
49,real,,,aachen
49,valley,Valley,Valley,aachen
50,real,,,aachen
50,begin,,,aachen
50,child,children,children,aachen
50,come,came,came,aachen
50,majority,,,aachen
50,figure,,,aachen
50,order,,,aachen
50,century,century,century,aachen
50,island,island,island,aachen
50,institution,,,aachen
50,human,human,human,aachen
50,native,native,native,aachen
50,version,,,aachen
50,home,home,home,aachen
50,information,,,aachen
50,estimate,,,aachen
50,province,,,aachen
50,recognize,recognised,,aachen
50,title,,,aachen
50,valley,,,aachen
50,education,,,aachen
50,states,States,States,aachen
50,bear,,,aachen
50,work,,work,aachen
50,river,,,aachen
50,federal,federal,federal,aachen
50,origin,,,aachen
50,navy,Navy,navy,aachen
51,states,,States,aachen
51,october,october,October,aachen
51,king,king,King,aachen
51,title,command,name,aachen
51,island,Island,island,aachen
51,education,university,year,aachen
51,east,East,East,aachen
51,origin,,-.,aachen
51,river,,Mountain,aachen
51,order,order,city,aachen
51,begin,have,begin,aachen
51,film,,film,aachen
51,navy,Navy,Navy,aachen
51,estimate,approximately,estimative,aachen
51,saint,,saint,aachen
51,human,,.,aachen
51,office,,city,aachen
51,institution,federal,states,aachen
51,federal,,federal,aachen
51,material,Ainestoa,.,aachen
51,recognize,,separated,aachen
51,mark,céu,mark,aachen
51,colony,colonies,colonization,aachen
51,information,,.,aachen
51,province,,navy,aachen
51,version,picture,.,aachen
51,figure,war,about,aachen
51,come,,upcoming,aachen
52,recognize,known,invented,aachen
52,east,,capital,aachen
52,institution,institutions,institutions,aachen
52,order,,civilization,aachen
52,province,leader,region,aachen
52,origin,origin,origin,aachen
52,october,october,september,aachen
52,film,,,aachen
52,material,mountains,mountains,aachen
52,king,,group,aachen
52,office,counsil,,aachen
52,begin,like,are,aachen
52,mark,king,Lord,aachen
52,title,name,name,aachen
52,colony,province,community,aachen
52,education,school,school,aachen
52,estimate,approximately,approximately,aachen
52,version,sheet,device,aachen
52,saint,saint,holy,aachen
52,federal,state,national,aachen
52,figure,era,period,aachen
52,states,nations,nations,aachen
52,human,practiced ,educational,aachen
52,come,worked,turn,aachen
52,river,saint,river,aachen
52,island,island,invation,aachen
52,navy,defence,defence,aachen
52,information,data,data,aachen
53,province,city,city,aachen
53,mark,mark,mark,aachen
53,navy,navy,Navy,aachen
53,film,,,aachen
53,october,January ,January,aachen
53,island,island,island,aachen
53,come,came,,aachen
53,origin,,,aachen
53,information,practice,,aachen
53,order,,general,aachen
53,states,states,states,aachen
53,institution,offices,,aachen
53,federal,general,state,aachen
53,title,King,name,aachen
53,office,office,,aachen
53,recognize,,,aachen
53,king,King,king,aachen
53,estimate,approximately,aproximate,aachen
53,figure,city,,aachen
53,colony,colony,colony,aachen
53,version,material,books,aachen
53,saint,caint,saint,aachen
53,begin,,,aachen
53,education,schools,school,aachen
53,river,river,water ,aachen
53,east,,,aachen
53,human,human,human,aachen
53,material,activity,activity,aachen
54,begin,were,to start,aachen
54,information,results,scores,aachen
54,recognize,suggested,studied,aachen
54,navy,,shipping,aachen
54,order,,,aachen
54,island,important city ,town,aachen
54,province,city,city,aachen
54,river,, ,aachen
54,majority,arrive,bulk,aachen
54,work,mathematician,employment,aachen
54,child,people,people,aachen
54,estimate,large,estimate,aachen
54,version,paper,copies,aachen
54,federal,,federal,aachen
54,states,States,States,aachen
54,come,assended,decided,aachen
54,home,,home,aachen
54,real,,actual,aachen
54,figure,event,event,aachen
54,title,,dottrin,aachen
54,origin,,,aachen
54,native,second,own,aachen
54,valley, ,,aachen
54,education,school, schools,aachen
54,bear, ,,aachen
54,human,useful,human,aachen
54,institution,companies,company,aachen
54,century,century,century,aachen
55,information,,,aachen
55,education,,,aachen
55,recognize,,,aachen
55,order,,,aachen
55,writer,,,aachen
55,king,,king,aachen
55,private,,,aachen
55,origin,,,aachen
55,estimate,,,aachen
55,derive,,,aachen
55,home,,,aachen
55,action,,,aachen
55,version,,,aachen
55,october,october,,aachen
55,film,,,aachen
55,party,,,aachen
55,bear,,,aachen
55,east,east,east,aachen
55,valley,,,aachen
55,river,,,aachen
55,island,island,island,aachen
55,begin,,,aachen
55,province,,region,aachen
55,title,title,,aachen
55,majority,majority,majority,aachen
55,figure,figure,,aachen
55,navy,,,aachen
55,federal,,,aachen
56,education,class,school,aachen
56,states,States,nations,aachen
56,home,house,house,aachen
56,version,,,aachen
56,bear,,,aachen
56,federal,,,aachen
56,recognize,,,aachen
56,begin,,,aachen
56,come,,,aachen
56,institution,,,aachen
56,river,lake,ocean,aachen
56,navy,navy,,aachen
56,province,region,city,aachen
56,century,century,century,aachen
56,title,,name,aachen
56,valley,town ,,aachen
56,majority,,,aachen
56,order,,,aachen
56,real,,,aachen
56,human,important,,aachen
56,origin,,,aachen
56,figure,,,aachen
56,island,,,aachen
56,native,native,native,aachen
56,child,children,children,aachen
56,work,,,aachen
56,estimate,,,aachen
56,information,,,aachen
57,version,,article,aachen
57,begin,,,aachen
57,states,,state,aachen
57,native,order,scientific,aachen
57,order,order,practice,aachen
57,title,,article,aachen
57,bear,,,aachen
57,recognize,,generated,aachen
57,navy,,nation,aachen
57,estimate,capital,unite,aachen
57,valley,,,aachen
57,real,,,aachen
57,work,,,aachen
57,river,,,aachen
57,majority,,,aachen
57,information,,,aachen
57,institution,,improvment,aachen
57,island,,,aachen
57,child,childs,childrens,aachen
57,figure,,,aachen
57,home,,,aachen
57,century,centry,century,aachen
57,come,,,aachen
57,origin,,,aachen
57,human,,,aachen
57,education,,schools,aachen
57,federal,,,aachen
57,province,,city,aachen
5,party,-1,,swiss
5,bear,-1,,swiss
5,home,-1,,swiss
5,majority,-1,majority,swiss
5,writer,-1,,swiss
5,valley,-1,valley,swiss
5,derive,-1,derived,swiss
5,private,-1,,swiss
5,action,-1,,swiss
17,work,-1,,swiss
17,child,-1,students,swiss
17,real,-1,,swiss
17,century,-1,century,swiss
17,home,-1,house,swiss
17,province,-1,province,swiss
17,majority,-1,majority,swiss
17,native,-1,native,swiss
17,bear,-1,,swiss
17,valley,-1,valley,swiss
36,begin,-1,,swiss
37,education,-1,school,swiss
7,home,-1,home,swiss
26,bear,-1,,swiss
26,native,-1,native,swiss
26,majority,-1,majority,swiss
26,valley,-1,valley,swiss
26,work,-1,,swiss
26,century,-1,century,swiss
26,child,-1,children,swiss
26,real,-1,real,swiss
26,home,-1,home,swiss
4,october,-1,,swiss
4,king,-1,King,swiss
4,valley,-1,Valley,swiss
4,writer,-1,,swiss
4,private,-1,,swiss
4,film,-1,,swiss
4,party,-1,,swiss
4,derive,-1,,swiss
4,east,-1,east,swiss
4,action,-1,,swiss
33,home,-1,,swiss
35,home,-1,house,swiss
38,majority,-1,native,swiss
38,writer,-1,city,swiss
38,action,-1,,swiss
38,private,-1,base,swiss
38,party,-1,people,swiss
38,bear,-1,,swiss
38,derive,-1,approximately,swiss
38,valley,-1,,swiss
38,home,-1,house,swiss
28,river,-1,river,swiss
18,federal,-1,,swiss
49,states,-1,States,aachen
49,begin,-1,,aachen
49,island,-1,island,aachen
49,education,-1,school,aachen
49,federal,-1,,aachen
49,native,-1,native,aachen
49,institution,-1,,aachen
49,figure,-1,action,aachen
